season_year,date,tmin,tmax,tavg,rain,chill_day,forcing_day,sun_hours_day,chill_accum,forcing_accum,frost_flag,heat_flag,rain_flag,no_bee_flight,precip_accum,temp_accum,sun_hours_accum
1985,1985-01-22,-0.2,4.6,1.7166666666666668,0.0,23,3,6,949,1218,0,0,0,0,197.5,366.1875,214
1985,1985-01-23,-1.9,3.4,0.03333333333333332,0.0,9,0,6,958,1218,0,0,0,0,197.5,366.22083333333336,220
1985,1985-01-24,-2.2,6.5,2.1666666666666665,3.5999999999999996,14,10,0,972,1228,0,0,1,1,201.1,368.3875,220
1985,1985-01-25,-2.4,5.8,2.795833333333333,6.7,20,13,3,992,1241,1,0,2,1,207.8,371.18333333333334,223
1985,1985-01-26,-4.6,3.2,0.8625000000000002,2.9,19,0,4,1011,1241,2,0,1,1,210.7,372.04583333333335,227
1985,1985-01-27,-5.0,5.9,0.8083333333333332,10.3,13,10,0,1024,1251,2,0,2,1,221.0,372.8541666666667,227
1985,1985-01-28,2.2,8.1,5.404166666666666,1.7000000000000002,19,20,5,1043,1271,0,0,1,1,222.7,378.2583333333333,232
1985,1985-01-29,4.5,10.2,8.762500000000001,2.4,4,24,0,1047,1295,0,0,1,1,225.1,387.0208333333333,232
1985,1985-01-30,2.4,9.0,6.5625,0.6,10,21,0,1057,1316,0,0,0,0,225.7,393.5833333333333,232
1985,1985-01-31,7.2,10.6,9.2625,0.4,0,24,5,1057,1340,0,0,0,0,226.1,402.84583333333336,237
1985,1985-02-01,6.9,11.3,9.762500000000001,0.0,2,24,5,1059,1364,0,0,0,0,226.1,412.60833333333335,242
1985,1985-02-02,6.3,10.9,8.012500000000001,0.0,7,24,6,1066,1388,0,0,0,0,226.1,420.62083333333334,248
1985,1985-02-03,4.9,10.4,8.020833333333334,0.0,7,24,0,1073,1412,0,0,0,0,226.1,428.64166666666665,248
1985,1985-02-04,5.4,8.8,7.066666666666666,0.0,14,24,4,1087,1436,0,0,0,0,226.1,435.7083333333333,252
1985,1985-02-05,0.2,8.0,4.895833333333333,0.0,15,16,6,1102,1452,0,0,0,0,226.1,440.6041666666667,258
1985,1985-02-06,6.9,9.4,8.1,2.3,1,24,4,1103,1476,0,0,1,1,228.4,448.70416666666665,262
1985,1985-02-07,1.5,6.5,3.6958333333333333,12.4,24,14,0,1127,1490,0,0,2,1,240.8,452.40000000000003,262
1985,1985-02-08,-0.9,2.2,0.8666666666666667,18.3,18,0,0,1145,1490,0,0,2,1,259.1,453.26666666666665,262
1985,1985-02-09,-4.2,-1.0,-2.254166666666667,13.8,0,0,4,1145,1490,2,0,2,1,272.9,451.0125,266
1985,1985-02-10,-6.9,-4.4,-5.620833333333334,0.0,0,0,7,1145,1490,2,0,0,0,272.9,445.39166666666665,273
1985,1985-02-11,-6.9,-4.6,-6.1125,0.0,0,0,7,1145,1490,2,0,0,0,272.9,439.2791666666667,280
1985,1985-02-12,-9.2,-4.3,-6.770833333333333,0.0,0,0,7,1145,1490,2,0,0,0,272.9,432.5083333333333,287
1985,1985-02-13,-10.7,-4.1,-6.745833333333334,0.0,0,0,7,1145,1490,2,0,0,0,272.9,425.7625,294
1985,1985-02-14,-5.7,-1.1,-3.158333333333333,0.0,0,0,7,1145,1490,2,0,0,0,272.9,422.6041666666667,301
1985,1985-02-15,-7.2,-2.7,-4.8,0.0,0,0,7,1145,1490,2,0,0,0,272.9,417.8041666666667,308
1985,1985-02-16,-9.3,-2.5,-6.279166666666666,0.0,0,0,7,1145,1490,2,0,0,0,272.9,411.52500000000003,315
1985,1985-02-17,-9.8,0.6,-3.8958333333333335,0.0,4,0,7,1149,1490,2,0,0,0,272.9,407.62916666666666,322
1985,1985-02-18,-8.8,-0.4,-4.345833333333333,0.0,0,0,7,1149,1490,2,0,0,0,272.9,403.28333333333336,329
1985,1985-02-19,-11.0,1.8,-4.1625000000000005,0.0,11,0,8,1160,1490,2,0,0,0,272.9,399.12083333333334,337
1985,1985-02-20,0.5,2.3,1.4916666666666665,0.2,24,0,4,1184,1490,0,0,0,0,273.1,400.6125,341
1985,1985-02-21,0.9,4.9,2.7458333333333336,0.0,24,8,4,1208,1498,0,0,0,0,273.1,403.35833333333335,345
1985,1985-02-22,0.9,4.4,2.3375,0.0,24,6,5,1232,1504,0,0,0,0,273.1,405.6958333333333,350
1985,1985-02-23,2.7,9.7,5.2625,0.0,17,14,7,1249,1518,0,0,0,0,273.1,410.9583333333333,357
1985,1985-02-24,0.1,10.0,4.304166666666666,0.0,17,11,7,1266,1529,0,0,0,0,273.1,415.2625,364
1985,1985-02-25,-1.1,9.0,3.4791666666666665,0.1,16,10,7,1282,1539,0,0,0,0,273.2,418.7416666666667,371
1985,1985-02-26,-1.2,10.7,5.1499999999999995,0.0,7,15,6,1289,1554,0,0,0,0,273.2,423.89166666666665,377
1985,1985-02-27,4.9,9.8,6.654166666666666,0.0,17,24,6,1306,1578,0,0,0,0,273.2,430.54583333333335,383
1985,1985-02-28,3.6,10.4,6.333333333333333,0.0,15,24,7,1321,1602,0,0,0,0,273.2,436.87916666666666,390
1985,1985-03-01,3.2,9.1,5.416666666666667,4.5,17,19,6,1338,1621,0,0,1,1,277.7,442.29583333333335,396
1985,1985-03-02,2.8,8.7,5.2124999999999995,1.9000000000000001,18,17,7,1356,1638,0,0,1,1,279.6,447.5083333333333,403
1985,1985-03-03,2.9,10.0,6.654166666666666,5.9,15,22,5,1371,1660,0,0,2,1,285.5,454.1625,408
1985,1985-03-04,0.7,8.3,5.3125,0.7999999999999999,18,20,8,1389,1680,0,0,0,0,286.3,459.475,416
1985,1985-03-05,-2.2,8.6,2.904166666666667,0.0,7,11,9,1396,1691,1,0,0,0,286.3,462.37916666666666,425
1985,1985-03-06,-1.9,9.8,4.108333333333333,0.0,7,15,8,1403,1706,0,0,0,0,286.3,466.4875,433
1985,1985-03-07,4.1,8.0,6.595833333333334,5.4,16,24,2,1419,1730,0,0,2,1,291.7,473.0833333333333,435
1985,1985-03-08,3.2,10.0,6.3374999999999995,0.0,14,20,7,1433,1750,0,0,0,0,291.7,479.42083333333335,442
1985,1985-03-09,1.8,10.9,5.7124999999999995,0.0,16,16,8,1449,1766,0,0,0,0,291.7,485.1333333333333,450
1985,1985-03-10,3.2,11.2,7.104166666666667,0.0,12,22,6,1461,1788,0,0,0,0,291.7,492.2375,456
1985,1985-03-11,-0.5,9.0,4.075,0.0,14,12,9,1475,1800,0,0,0,0,291.7,496.3125,465
1985,1985-03-12,-3.1,9.4,2.595833333333333,0.0,10,9,9,1485,1809,1,0,0,0,291.7,498.90833333333336,474
1985,1985-03-13,-0.1,7.6,4.216666666666667,0.7000000000000001,18,14,4,1503,1823,0,0,0,0,292.4,503.125,478
1985,1985-03-14,0.4,7.0,3.0708333333333333,0.30000000000000004,24,10,9,1527,1833,0,0,0,0,292.7,506.1958333333333,487
1985,1985-03-15,-0.1,6.3,2.4791666666666665,0.6000000000000001,22,8,9,1549,1841,0,0,0,0,293.3,508.675,496
1985,1985-03-16,-2.2,4.2,0.9625,0.0,13,4,9,1562,1845,0,0,0,0,293.3,509.6375,505
1985,1985-03-17,-3.1,5.1,0.5416666666666666,0.2,11,7,10,1573,1852,1,0,0,0,293.5,510.1791666666667,515
1985,1985-03-18,-5.0,5.1,-0.06250000000000001,0.0,11,7,10,1584,1859,2,0,0,0,293.5,510.1166666666667,525
1985,1985-03-19,-4.2,4.5,-0.19166666666666674,0.0,11,6,10,1595,1865,1,0,0,0,293.5,509.925,535
1985,1985-03-20,-4.8,3.5,-0.5791666666666666,1.0,14,1,9,1609,1866,2,0,1,1,294.5,509.34583333333336,544
1985,1985-03-21,0.6,3.5,1.7166666666666668,8.8,24,1,7,1633,1867,0,0,2,1,303.3,511.0625,551
1985,1985-03-22,0.9,5.6,3.158333333333333,3.9,24,13,8,1657,1880,0,0,1,1,307.2,514.2208333333333,559
1985,1985-03-23,2.8,8.5,4.858333333333333,2.2,18,13,9,1675,1893,0,0,1,1,309.4,519.0791666666667,568
1985,1985-03-24,1.2,8.9,4.5249999999999995,1.2000000000000002,17,13,9,1692,1906,0,0,1,1,310.6,523.6041666666666,577
1985,1985-03-25,-0.4,8.3,4.216666666666667,2.2,16,15,9,1708,1921,0,0,1,1,312.8,527.8208333333333,586
1985,1985-03-26,1.9,7.4,4.895833333333333,3.1999999999999997,21,22,8,1729,1943,0,0,1,1,316.0,532.7166666666667,594
1985,1985-03-27,-0.7,7.2,3.0416666666666665,0.0,19,11,10,1748,1954,0,0,0,0,316.0,535.7583333333333,604
1985,1985-03-28,-1.1,8.5,3.716666666666667,0.0,10,12,10,1758,1966,0,0,0,0,316.0,539.475,614
1985,1985-03-29,1.9,9.2,6.4875,2.5,10,19,2,1768,1985,0,0,1,1,318.5,545.9625,616
1985,1985-03-30,8.1,13.8,10.366666666666667,1.7000000000000002,0,24,8,1768,2009,0,0,1,1,320.2,556.3291666666667,624
1985,1985-03-31,8.1,13.4,10.191666666666666,3.1,0,24,10,1768,2033,0,0,1,1,323.3,566.5208333333334,634
1985,1985-04-01,9.1,13.1,11.633333333333333,2.1,0,24,2,1768,2057,0,0,1,1,325.4,578.1541666666667,636
1985,1985-04-02,6.5,13.6,10.737499999999999,0.0,3,24,9,1771,2081,0,0,0,0,325.4,588.8916666666667,645
1985,1985-04-03,9.9,13.4,11.541666666666666,11.3,0,24,2,1771,2105,0,0,2,1,336.7,600.4333333333333,647
1985,1985-04-04,8.2,11.1,9.841666666666667,5.4,0,24,5,1771,2129,0,0,2,1,342.1,610.275,652
1985,1985-04-05,6.8,12.9,9.533333333333333,6.1000000000000005,1,24,10,1772,2153,0,0,2,1,348.2,619.8083333333333,662
1985,1985-04-06,5.1,12.0,7.916666666666667,0.7000000000000001,12,24,9,1784,2177,0,0,0,0,348.90000000000003,627.725,671
1985,1985-04-07,4.5,12.4,7.929166666666667,11.8,8,24,6,1792,2201,0,0,2,1,360.7,635.6541666666667,677
1985,1985-04-08,4.5,10.6,8.275,4.4,4,24,11,1796,2225,0,0,1,1,365.1,643.9291666666667,688
1985,1985-04-09,1.3,11.7,6.7375,1.2,12,18,11,1808,2243,0,0,1,1,366.3,650.6666666666666,699
1985,1985-04-10,0.3,12.1,6.533333333333334,2.8000000000000003,13,16,11,1821,2259,0,0,1,1,369.1,657.2,710
1985,1985-04-11,4.8,7.8,6.404166666666666,13.3,21,24,9,1842,2283,0,0,2,1,382.40000000000003,663.6041666666666,719
1985,1985-04-12,3.4,10.0,6.779166666666666,1.5,11,22,8,1853,2305,0,0,1,1,383.90000000000003,670.3833333333333,727
1985,1985-04-13,3.9,10.6,7.179166666666667,1.4,11,24,11,1864,2329,0,0,1,1,385.3,677.5625,738
1985,1985-04-14,5.3,10.6,7.6625000000000005,0.3,12,24,11,1876,2353,0,0,0,0,385.6,685.225,749
1985,1985-04-15,3.3,14.1,8.904166666666667,0.5,8,23,9,1884,2376,0,0,0,0,386.1,694.1291666666667,758
1985,1985-04-16,7.4,13.8,10.804166666666667,0.0,0,24,10,1884,2400,0,0,0,0,386.1,704.9333333333333,768
1985,1985-04-17,3.6,13.9,9.766666666666667,0.0,7,24,10,1891,2424,0,0,0,0,386.1,714.7,778
1985,1985-04-18,6.8,15.9,11.941666666666668,0.0,1,24,10,1892,2448,0,0,0,0,386.1,726.6416666666667,788
1985,1985-04-19,5.0,17.5,11.195833333333333,0.0,4,24,12,1896,2472,0,0,0,0,386.1,737.8375,800
1985,1985-04-20,2.8,8.5,6.2625,0.4,14,22,12,1910,2494,0,0,0,0,386.5,744.1,812
1985,1985-04-21,2.7,11.0,6.754166666666666,4.1,13,20,11,1923,2514,0,0,1,1,390.6,750.8541666666666,823
1985,1985-04-22,4.4,12.0,7.6000000000000005,0.0,12,24,12,1935,2538,0,0,0,0,390.6,758.4541666666667,835
1985,1985-04-23,2.7,9.1,6.595833333333334,0.0,17,23,10,1952,2561,0,0,0,0,390.6,765.05,845
1985,1985-04-24,-0.5,11.3,5.6375,0.0,12,15,12,1964,2576,0,0,0,0,390.6,770.6875,857
1985,1985-04-25,4.0,9.3,6.808333333333334,1.2000000000000002,13,24,10,1977,2600,0,0,1,1,391.8,777.4958333333334,867
1985,1985-04-26,2.7,10.6,6.770833333333333,0.0,13,18,12,1990,2618,0,0,0,0,391.8,784.2666666666667,879
1985,1985-04-27,1.5,9.1,6.454166666666667,0.30000000000000004,14,21,10,2004,2639,0,0,0,0,392.1,790.7208333333333,889
1985,1985-04-28,-0.6,8.0,4.25,2.1,18,16,11,2022,2655,0,0,1,1,394.2,794.9708333333333,900
1985,1985-04-29,8.3,12.5,10.191666666666666,1.5,0,24,8,2022,2679,0,0,1,1,395.7,805.1625,908
1985,1985-04-30,7.9,14.2,11.004166666666668,0.0,0,24,10,2022,2703,0,0,0,0,395.7,816.1666666666666,918
1985,1985-05-01,5.7,10.7,8.116666666666667,0.0,9,24,12,2031,2727,0,0,0,0,395.7,824.2833333333333,930
1985,1985-05-02,4.2,12.5,8.133333333333333,0.0,11,24,12,2042,2751,0,0,0,0,395.7,832.4166666666666,942
1985,1985-05-03,2.1,12.3,8.320833333333333,0.0,8,19,11,2050,2770,0,0,0,0,395.7,840.7375,953
1985,1985-05-04,6.1,10.5,8.604166666666666,0.2,4,24,11,2054,2794,0,0,0,0,395.90000000000003,849.3416666666667,964
1985,1985-05-05,4.6,10.8,7.520833333333333,5.0,12,24,10,2066,2818,0,0,2,1,400.90000000000003,856.8625,974
1985,1985-05-06,4.8,12.7,8.654166666666667,0.7,10,24,12,2076,2842,0,0,0,0,401.6,865.5166666666667,986
1985,1985-05-07,2.3,15.6,9.579166666666667,0.0,7,19,12,2083,2861,0,0,0,0,401.6,875.0958333333333,998
1985,1985-05-08,6.9,17.0,11.770833333333334,0.0,4,24,12,2087,2885,0,0,0,0,401.6,886.8666666666667,1010
1985,1985-05-09,4.6,11.2,8.637500000000001,0.0,7,24,12,2094,2909,0,0,0,0,401.6,895.5041666666667,1022
1985,1985-05-10,3.3,11.8,8.666666666666666,0.0,7,23,3,2101,2932,0,0,0,0,401.6,904.1708333333333,1025
1985,1985-05-11,5.6,14.5,9.933333333333334,0.0,6,24,12,2107,2956,0,0,0,0,401.6,914.1041666666666,1037
1985,1985-05-12,5.3,14.0,9.112499999999999,0.0,10,24,11,2117,2980,0,0,0,0,401.6,923.2166666666667,1048
1985,1985-05-13,7.8,11.8,9.7875,7.6,0,24,11,2117,3004,0,0,2,1,409.2,933.0041666666667,1059
1985,1985-05-14,5.4,13.7,10.129166666666666,8.6,5,24,9,2122,3028,0,0,2,1,417.8,943.1333333333333,1068
1985,1985-05-15,8.2,14.6,11.15,9.1,0,24,11,2122,3052,0,0,2,1,426.90000000000003,954.2833333333333,1079
1985,1985-05-16,5.1,17.0,11.579166666666666,0.0,5,24,12,2127,3076,0,0,0,0,426.90000000000003,965.8625,1091
1985,1985-05-17,5.3,18.7,13.004166666666668,0.0,4,24,13,2131,3100,0,0,0,0,426.90000000000003,978.8666666666667,1104
1985,1985-05-18,7.1,19.1,13.079166666666666,1.8,0,24,11,2131,3124,0,0,1,1,428.7,991.9458333333333,1115
1985,1985-05-19,7.1,14.0,10.958333333333334,2.0,0,24,10,2131,3148,0,0,1,1,430.7,1002.9041666666667,1125
1985,1985-05-20,8.5,15.3,11.466666666666667,2.6,0,24,9,2131,3172,0,0,1,1,433.3,1014.3708333333334,1134
1985,1985-05-21,9.0,14.1,11.158333333333333,9.4,0,24,10,2131,3196,0,0,2,1,442.7,1025.5291666666667,1144
1985,1985-05-22,8.7,13.7,10.929166666666667,0.5,0,24,10,2131,3220,0,0,0,0,443.2,1036.4583333333333,1154
1985,1985-05-23,8.0,15.3,12.066666666666668,0.0,0,24,12,2131,3244,0,0,0,0,443.2,1048.525,1166
1985,1985-05-24,9.5,15.1,12.329166666666666,5.7,0,24,12,2131,3268,0,0,2,1,448.90000000000003,1060.8541666666667,1178
1985,1985-05-25,9.2,18.0,13.841666666666667,2.8000000000000003,0,24,10,2131,3292,0,0,1,1,451.7,1074.6958333333334,1188
1985,1985-05-26,11.8,18.5,15.270833333333334,6.0,0,24,12,2131,3316,0,0,2,1,457.7,1089.9666666666667,1200
1985,1985-05-27,9.0,16.4,12.983333333333334,5.0,0,24,10,2131,3340,0,0,2,1,462.7,1102.95,1210
1985,1985-05-28,7.4,15.5,11.504166666666668,0.0,0,24,14,2131,3364,0,0,0,0,462.7,1114.4541666666667,1224
1985,1985-05-29,4.7,16.3,11.620833333333332,0.0,5,24,14,2136,3388,0,0,0,0,462.7,1126.075,1238
1985,1985-05-30,4.9,16.9,11.883333333333333,0.0,3,24,14,2139,3412,0,0,0,0,462.7,1137.9583333333333,1252
1985,1985-05-31,4.7,17.0,11.329166666666666,0.0,6,24,14,2145,3436,0,0,0,0,462.7,1149.2875,1266
1985,1985-06-01,4.6,18.7,12.200000000000001,0.0,6,24,14,2151,3460,0,0,0,0,462.7,1161.4875,1280
1985,1985-06-02,6.4,20.2,13.85,0.0,3,24,14,2154,3484,0,0,0,0,462.7,1175.3375,1294
1985,1985-06-03,6.8,21.0,14.4625,0.0,1,24,14,2155,3508,0,0,0,0,462.7,1189.8,1308
1985,1985-06-04,8.9,22.0,15.583333333333334,5.5,0,24,12,2155,3532,0,0,2,1,468.2,1205.3833333333334,1320
1985,1985-06-05,12.6,20.8,16.470833333333335,17.9,0,24,12,2155,3556,0,0,2,1,486.1,1221.8541666666667,1332
