season_year,date,tmin,tmax,tavg,rain,chill_day,forcing_day,sun_hours_day,chill_accum,forcing_accum,frost_flag,heat_flag,rain_flag,no_bee_flight,precip_accum,temp_accum,sun_hours_accum
1985,1984-12-30,4.7,8.7,6.3625,0.2,16,24,0,972,968,0,0,0,0,219.5,302.30833333333334,137
1985,1984-12-31,2.4,7.6,5.408333333333334,0.0,20,18,4,992,986,0,0,0,0,219.5,307.71666666666664,141
1985,1985-01-01,-0.5,3.9,1.9000000000000001,0.0,22,3,5,1014,989,0,0,0,0,219.5,309.6166666666667,146
1985,1985-01-02,-3.3,2.6,-0.49583333333333335,0.0,7,0,4,1021,989,1,0,0,0,219.5,309.12083333333334,150
1985,1985-01-03,-4.1,1.9,-1.9416666666666667,0.0,6,0,4,1027,989,2,0,0,0,219.5,307.1791666666667,154
1985,1985-01-04,-3.6,2.2,-1.4583333333333333,0.0,7,0,4,1034,989,1,0,0,0,219.5,305.72083333333336,158
1985,1985-01-05,-5.0,-0.3,-2.9583333333333335,0.0,0,0,4,1034,989,2,0,0,0,219.5,302.7625,162
1985,1985-01-06,-6.0,3.0,-1.0333333333333334,0.0,11,0,5,1045,989,2,0,0,0,219.5,301.7291666666667,167
1985,1985-01-07,-5.3,-1.9,-3.858333333333333,0.0,0,0,5,1045,989,2,0,0,0,219.5,297.87083333333334,172
1985,1985-01-08,-4.3,1.6,-2.1416666666666666,4.2,5,0,3,1050,989,2,0,1,1,223.70000000000002,295.7291666666667,175
1985,1985-01-09,-4.0,2.5,-0.9,0.0,6,0,5,1056,989,1,0,0,0,223.70000000000002,294.82916666666665,180
1985,1985-01-10,-4.2,1.9,-1.425,0.0,6,0,4,1062,989,2,0,0,0,223.70000000000002,293.40416666666664,184
1985,1985-01-11,-4.1,1.2,-1.9958333333333333,0.0,5,0,5,1067,989,2,0,0,0,223.70000000000002,291.40833333333336,189
1985,1985-01-12,-4.7,0.5,-2.470833333333333,0.0,3,0,4,1070,989,2,0,0,0,223.70000000000002,288.9375,193
1985,1985-01-13,-5.4,-1.0,-2.408333333333333,0.7000000000000001,0,0,0,1070,989,2,0,0,0,224.4,286.52916666666664,193
1985,1985-01-14,-7.4,-1.2,-4.45,0.0,0,0,5,1070,989,2,0,0,0,224.4,282.07916666666665,198
1985,1985-01-15,-6.6,-1.0,-3.3666666666666667,0.8,0,0,5,1070,989,2,0,0,0,225.20000000000002,278.7125,203
1985,1985-01-16,-8.1,-5.4,-6.820833333333333,0.0,0,0,4,1070,989,2,0,0,0,225.20000000000002,271.89166666666665,207
1985,1985-01-17,-9.4,-5.5,-7.3125,1.5,0,0,4,1070,989,2,0,1,1,226.70000000000002,264.57916666666665,211
1985,1985-01-18,-5.2,-2.2,-3.158333333333333,13.3,0,0,0,1070,989,2,0,2,1,240.0,261.42083333333335,211
1985,1985-01-19,-4.3,-1.7,-3.2541666666666664,0.0,0,0,4,1070,989,2,0,0,0,240.0,258.1666666666667,215
1985,1985-01-20,-4.5,-0.2,-1.9583333333333333,3.7,0,0,3,1070,989,2,0,1,1,243.70000000000002,256.2083333333333,218
1985,1985-01-21,0.0,5.2,3.470833333333333,12.700000000000001,24,15,0,1094,1004,0,0,2,1,256.40000000000003,259.6791666666667,218
1985,1985-01-22,-1.4,2.1,0.24166666666666667,0.0,12,0,5,1106,1004,0,0,0,0,256.40000000000003,259.92083333333335,223
1985,1985-01-23,-2.6,1.5,-0.9041666666666667,0.0,5,0,6,1111,1004,1,0,0,0,256.40000000000003,259.01666666666665,229
1985,1985-01-24,-2.7,5.0,1.1875,6.0,14,10,0,1125,1014,1,0,2,1,262.40000000000003,260.20416666666665,229
1985,1985-01-25,-1.9,4.3,1.883333333333333,5.4,21,4,3,1146,1018,0,0,2,1,267.8,262.0875,232
1985,1985-01-26,-3.6,1.5,-0.6041666666666666,2.4,12,0,5,1158,1018,1,0,1,1,270.2,261.48333333333335,237
1985,1985-01-27,-5.8,4.7,0.2791666666666667,15.9,12,9,0,1170,1027,2,0,2,1,286.1,261.7625,237
1985,1985-01-28,2.6,6.1,4.345833333333333,2.9,24,20,5,1194,1047,0,0,1,1,289.0,266.10833333333335,242
1985,1985-01-29,4.3,8.6,7.595833333333334,3.3000000000000003,6,24,0,1200,1071,0,0,1,1,292.3,273.70416666666665,242
1985,1985-01-30,2.5,7.3,5.341666666666666,1.3,21,18,1,1221,1089,0,0,1,1,293.6,279.04583333333335,243
1985,1985-01-31,5.7,9.0,7.5249999999999995,0.7,6,24,4,1227,1113,0,0,0,0,294.3,286.5708333333333,247
1985,1985-02-01,5.4,8.9,7.7875000000000005,0.1,7,24,5,1234,1137,0,0,0,0,294.40000000000003,294.35833333333335,252
1985,1985-02-02,5.2,8.6,6.533333333333334,0.0,17,24,6,1251,1161,0,0,0,0,294.40000000000003,300.89166666666665,258
1985,1985-02-03,5.2,8.8,7.091666666666666,0.1,12,24,0,1263,1185,0,0,0,0,294.5,307.98333333333335,258
1985,1985-02-04,4.0,7.4,5.404166666666666,0.0,20,24,4,1283,1209,0,0,0,0,294.5,313.3875,262
1985,1985-02-05,-0.2,6.5,3.6750000000000003,0.0,23,14,6,1306,1223,0,0,0,0,294.5,317.0625,268
1985,1985-02-06,5.9,8.3,6.754166666666666,3.9,18,24,4,1324,1247,0,0,1,1,298.40000000000003,323.81666666666666,272
1985,1985-02-07,0.2,5.7,2.783333333333333,11.1,24,8,0,1348,1255,0,0,2,1,309.5,326.6,272
1985,1985-02-08,-2.5,0.5,-0.5333333333333333,17.5,13,0,0,1361,1255,1,0,2,1,327.0,326.06666666666666,272
1985,1985-02-09,-5.8,-2.5,-3.8625000000000003,13.2,0,0,5,1361,1255,2,0,2,1,340.2,322.20416666666665,277
1985,1985-02-10,-8.8,-6.1,-7.433333333333334,0.0,0,0,7,1361,1255,2,0,0,0,340.2,314.7708333333333,284
1985,1985-02-11,-8.9,-6.4,-7.8999999999999995,0.0,0,0,7,1361,1255,2,0,0,0,340.2,306.87083333333334,291
1985,1985-02-12,-10.2,-6.4,-8.1625,0.0,0,0,7,1361,1255,2,0,0,0,340.2,298.7083333333333,298
1985,1985-02-13,-10.4,-6.3,-7.858333333333333,0.0,0,0,7,1361,1255,2,0,0,0,340.2,290.85,305
1985,1985-02-14,-6.8,-3.0,-4.575,0.0,0,0,7,1361,1255,2,0,0,0,340.2,286.275,312
1985,1985-02-15,-8.0,-4.3,-6.370833333333334,0.0,0,0,7,1361,1255,2,0,0,0,340.2,279.90416666666664,319
1985,1985-02-16,-9.2,-4.3,-7.0,0.0,0,0,7,1361,1255,2,0,0,0,340.2,272.90416666666664,326
1985,1985-02-17,-8.1,-1.6,-4.75,0.0,0,0,7,1361,1255,2,0,0,0,340.2,268.15416666666664,333
1985,1985-02-18,-9.7,-2.6,-6.2375,0.0,0,0,7,1361,1255,2,0,0,0,340.2,261.9166666666667,340
1985,1985-02-19,-11.2,1.1,-4.741666666666666,0.1,11,0,7,1372,1255,2,0,0,0,340.3,257.175,347
1985,1985-02-20,0.2,2.5,1.3208333333333333,0.1,24,0,5,1396,1255,0,0,0,0,340.40000000000003,258.49583333333334,352
1985,1985-02-21,0.6,4.3,2.1083333333333334,0.0,24,3,5,1420,1258,0,0,0,0,340.40000000000003,260.6041666666667,357
1985,1985-02-22,-0.7,3.7,1.3291666666666668,0.0,18,2,6,1438,1260,0,0,0,0,340.40000000000003,261.93333333333334,363
1985,1985-02-23,1.9,7.7,4.016666666666667,0.0,21,11,7,1459,1271,0,0,0,0,340.40000000000003,265.95,370
1985,1985-02-24,0.1,8.9,4.245833333333334,0.0,18,10,7,1477,1281,0,0,0,0,340.40000000000003,270.1958333333333,377
1985,1985-02-25,-1.3,7.9,2.5124999999999997,0.0,10,9,7,1487,1290,0,0,0,0,340.40000000000003,272.7083333333333,384
1985,1985-02-26,0.4,9.7,5.6375,0.0,14,17,6,1501,1307,0,0,0,0,340.40000000000003,278.34583333333336,390
1985,1985-02-27,2.6,9.8,5.754166666666666,0.0,17,21,7,1518,1328,0,0,0,0,340.40000000000003,284.1,397
1985,1985-02-28,2.2,8.9,5.241666666666666,0.0,17,19,7,1535,1347,0,0,0,0,340.40000000000003,289.34166666666664,404
1985,1985-03-01,2.4,7.1,4.2,5.3,23,12,7,1558,1359,0,0,2,1,345.7,293.5416666666667,411
1985,1985-03-02,2.4,6.5,4.0249999999999995,2.6,24,13,7,1582,1372,0,0,1,1,348.3,297.56666666666666,418
1985,1985-03-03,2.0,8.9,5.129166666666666,8.5,20,21,6,1602,1393,0,0,2,1,356.8,302.6958333333333,424
1985,1985-03-04,0.5,6.1,3.533333333333333,2.8,24,11,8,1626,1404,0,0,1,1,359.6,306.2291666666667,432
1985,1985-03-05,-1.8,6.7,1.9666666666666668,0.0,13,9,9,1639,1413,0,0,0,0,359.6,308.1958333333333,441
1985,1985-03-06,-1.7,8.0,3.4333333333333336,0.4,10,14,8,1649,1427,0,0,0,0,360.0,311.62916666666666,449
1985,1985-03-07,3.2,6.9,5.479166666666667,5.6,24,22,4,1673,1449,0,0,2,1,365.6,317.10833333333335,453
1985,1985-03-08,1.0,8.6,4.391666666666667,0.0,18,12,8,1691,1461,0,0,0,0,365.6,321.5,461
1985,1985-03-09,0.8,9.0,4.204166666666667,0.0,18,14,8,1709,1475,0,0,0,0,365.6,325.70416666666665,469
1985,1985-03-10,2.6,9.6,6.125,0.0,15,23,7,1724,1498,0,0,0,0,365.6,331.82916666666665,476
1985,1985-03-11,-2.8,7.1,2.4666666666666663,0.0,16,9,9,1740,1507,1,0,0,0,365.6,334.29583333333335,485
1985,1985-03-12,-3.3,7.1,1.8083333333333333,0.0,16,8,9,1756,1515,1,0,0,0,365.6,336.1041666666667,494
1985,1985-03-13,0.0,6.2,3.6166666666666667,0.5,24,14,6,1780,1529,0,0,0,0,366.1,339.72083333333336,500
1985,1985-03-14,-0.1,4.5,1.8,0.4,23,6,9,1803,1535,0,0,0,0,366.5,341.5208333333333,509
1985,1985-03-15,-1.3,3.9,1.0458333333333334,1.8,15,3,9,1818,1538,0,0,1,1,368.3,342.56666666666666,518
1985,1985-03-16,-2.6,2.6,-0.0625,0.0,10,0,9,1828,1538,1,0,0,0,368.3,342.50416666666666,527
1985,1985-03-17,-3.9,4.0,-0.28750000000000003,0.2,11,5,10,1839,1543,1,0,0,0,368.5,342.21666666666664,537
1985,1985-03-18,-5.1,3.9,-0.5833333333333334,0.0,11,4,10,1850,1547,2,0,0,0,368.5,341.6333333333333,547
1985,1985-03-19,-4.4,3.2,-0.9125000000000001,0.0,9,0,9,1859,1547,1,0,0,0,368.5,340.72083333333336,556
1985,1985-03-20,-5.7,1.8,-1.7041666666666666,2.8,8,0,9,1867,1547,2,0,1,1,371.3,339.01666666666665,565
1985,1985-03-21,-0.7,1.5,0.14583333333333334,11.0,12,0,8,1879,1547,0,0,2,1,382.3,339.1625,573
1985,1985-03-22,-0.4,3.3,1.5041666666666667,2.4,17,0,9,1896,1547,0,0,1,1,384.7,340.6666666666667,582
1985,1985-03-23,1.5,6.3,3.1666666666666665,2.3,24,9,9,1920,1556,0,0,1,1,387.0,343.8333333333333,591
1985,1985-03-24,0.2,6.7,2.920833333333333,1.4000000000000001,24,9,9,1944,1565,0,0,1,1,388.40000000000003,346.75416666666666,600
1985,1985-03-25,-1.1,6.8,2.970833333333333,2.3000000000000003,17,13,9,1961,1578,0,0,1,1,390.7,349.725,609
1985,1985-03-26,0.5,6.2,3.4125,1.8,24,9,9,1985,1587,0,0,1,1,392.5,353.1375,618
1985,1985-03-27,-3.2,5.9,1.5333333333333334,0.0,15,8,10,2000,1595,1,0,0,0,392.5,354.67083333333335,628
1985,1985-03-28,-1.2,6.4,2.5458333333333334,0.2,17,9,9,2017,1604,0,0,0,0,392.7,357.21666666666664,637
1985,1985-03-29,1.3,7.4,5.245833333333334,4.5,18,18,1,2035,1622,0,0,1,1,397.2,362.4625,638
1985,1985-03-30,6.6,11.5,8.591666666666667,7.5,3,24,8,2038,1646,0,0,2,1,404.7,371.0541666666667,646
1985,1985-03-31,6.5,11.3,8.3375,4.9,11,24,10,2049,1670,0,0,1,1,409.6,379.39166666666665,656
1985,1985-04-01,8.2,11.4,9.875,5.5,0,24,2,2049,1694,0,0,2,1,415.1,389.26666666666665,658
1985,1985-04-02,5.0,11.6,8.7875,0.0,7,24,8,2056,1718,0,0,0,0,415.1,398.0541666666667,666
1985,1985-04-03,8.0,11.0,9.737499999999999,10.5,0,24,2,2056,1742,0,0,2,1,425.6,407.7916666666667,668
1985,1985-04-04,6.8,9.2,8.145833333333334,6.9,2,24,5,2058,1766,0,0,2,1,432.5,415.9375,673
1985,1985-04-05,5.2,10.9,7.870833333333334,7.5,12,24,10,2070,1790,0,0,2,1,440.0,423.80833333333334,683
1985,1985-04-06,4.0,9.9,6.420833333333333,4.0,15,24,10,2085,1814,0,0,1,1,444.0,430.2291666666667,693
1985,1985-04-07,3.2,11.2,6.5375000000000005,14.5,15,22,7,2100,1836,0,0,2,1,458.5,436.76666666666665,700
1985,1985-04-08,3.6,8.3,6.5625,6.7,13,24,11,2113,1860,0,0,2,1,465.2,443.32916666666665,711
1985,1985-04-09,1.7,9.5,5.483333333333333,1.0,15,15,11,2128,1875,0,0,1,1,466.2,448.8125,722
1985,1985-04-10,-0.1,10.2,5.441666666666666,3.3000000000000003,13,16,11,2141,1891,0,0,1,1,469.5,454.25416666666666,733
1985,1985-04-11,3.0,6.1,4.691666666666666,17.7,24,20,9,2165,1911,0,0,2,1,487.2,458.9458333333333,742
1985,1985-04-12,2.0,7.7,5.008333333333334,2.5,19,16,8,2184,1927,0,0,1,1,489.7,463.95416666666665,750
1985,1985-04-13,2.6,8.7,5.395833333333333,3.5,18,18,11,2202,1945,0,0,1,1,493.2,469.35,761
1985,1985-04-14,3.6,8.4,5.879166666666666,1.0,16,24,12,2218,1969,0,0,1,1,494.2,475.2291666666667,773
1985,1985-04-15,3.6,12.1,7.8374999999999995,0.7000000000000001,10,24,8,2228,1993,0,0,0,0,494.90000000000003,483.06666666666666,781
1985,1985-04-16,5.7,11.9,8.979166666666666,0.0,2,24,9,2230,2017,0,0,0,0,494.90000000000003,492.04583333333335,790
1985,1985-04-17,4.2,12.2,8.433333333333334,0.0,9,24,11,2239,2041,0,0,0,0,494.90000000000003,500.4791666666667,801
1985,1985-04-18,4.5,14.4,9.783333333333333,0.0,7,24,11,2246,2065,0,0,0,0,494.90000000000003,510.2625,812
1985,1985-04-19,3.8,14.9,9.137500000000001,0.0,11,24,12,2257,2089,0,0,0,0,494.90000000000003,519.4,824
1985,1985-04-20,1.4,6.7,4.529166666666667,2.0,24,17,12,2281,2106,0,0,1,1,496.90000000000003,523.9291666666667,836
1985,1985-04-21,1.3,9.4,5.2250000000000005,3.7,17,17,11,2298,2123,0,0,1,1,500.6,529.1541666666667,847
1985,1985-04-22,2.6,10.6,6.0249999999999995,0.0,16,18,12,2314,2141,0,0,0,0,500.6,535.1791666666667,859
1985,1985-04-23,1.4,7.6,4.979166666666667,0.0,21,20,11,2335,2161,0,0,0,0,500.6,540.1583333333333,870
1985,1985-04-24,-1.6,10.0,4.279166666666667,0.0,11,14,12,2346,2175,0,0,0,0,500.6,544.4375,882
1985,1985-04-25,2.6,9.2,5.970833333333334,0.9,15,22,11,2361,2197,0,0,0,0,501.5,550.4083333333333,893
1985,1985-04-26,1.0,8.7,5.2,0.0,16,16,11,2377,2213,0,0,0,0,501.5,555.6083333333333,904
1985,1985-04-27,0.1,7.4,4.891666666666667,0.7,20,19,10,2397,2232,0,0,0,0,502.2,560.5,914
1985,1985-04-28,-3.1,7.2,2.5,1.4,16,12,11,2413,2244,1,0,1,1,503.6,563.0,925
1985,1985-04-29,7.2,10.7,8.708333333333334,0.2,0,24,8,2413,2268,0,0,0,0,503.8,571.7083333333334,933
1985,1985-04-30,7.1,11.8,9.345833333333333,0.0,0,24,11,2413,2292,0,0,0,0,503.8,581.0541666666667,944
1985,1985-05-01,4.3,8.6,6.416666666666667,0.0,14,24,12,2427,2316,0,0,0,0,503.8,587.4708333333333,956
1985,1985-05-02,2.9,11.7,6.954166666666667,0.1,13,23,12,2440,2339,0,0,0,0,503.90000000000003,594.425,968
1985,1985-05-03,-0.5,11.0,6.420833333333333,0.0,8,17,11,2448,2356,0,0,0,0,503.90000000000003,600.8458333333333,979
1985,1985-05-04,3.7,8.5,6.541666666666667,0.0,13,24,11,2461,2380,0,0,0,0,503.90000000000003,607.3875,990
1985,1985-05-05,3.5,9.4,6.004166666666666,8.8,16,24,9,2477,2404,0,0,2,1,512.7,613.3916666666667,999
1985,1985-05-06,3.5,11.3,7.108333333333333,1.5,13,24,11,2490,2428,0,0,1,1,514.2,620.5,1010
1985,1985-05-07,-0.6,14.0,7.529166666666666,0.0,8,17,12,2498,2445,0,0,0,0,514.2,628.0291666666667,1022
1985,1985-05-08,4.7,15.1,9.579166666666667,0.0,9,24,12,2507,2469,0,0,0,0,514.2,637.6083333333333,1034
1985,1985-05-09,3.0,8.8,6.666666666666667,0.5,12,23,12,2519,2492,0,0,0,0,514.7,644.275,1046
1985,1985-05-10,1.3,9.7,6.945833333333333,0.0,8,18,7,2527,2510,0,0,0,0,514.7,651.2208333333333,1053
1985,1985-05-11,4.2,12.9,8.520833333333334,0.0,10,24,12,2537,2534,0,0,0,0,514.7,659.7416666666667,1065
1985,1985-05-12,3.3,11.7,7.3625,0.0,11,22,11,2548,2556,0,0,0,0,514.7,667.1041666666666,1076
1985,1985-05-13,5.9,10.7,8.233333333333333,5.8,9,24,11,2557,2580,0,0,2,1,520.5,675.3375,1087
1985,1985-05-14,3.7,13.4,8.833333333333334,5.8,7,24,10,2564,2604,0,0,2,1,526.3,684.1708333333333,1097
1985,1985-05-15,7.2,13.2,9.716666666666667,7.6000000000000005,0,24,11,2564,2628,0,0,2,1,533.9,693.8875,1108
1985,1985-05-16,4.5,15.2,10.533333333333333,0.0,7,24,12,2571,2652,0,0,0,0,533.9,704.4208333333333,1120
1985,1985-05-17,6.2,17.3,12.716666666666667,0.0,3,24,13,2574,2676,0,0,0,0,533.9,717.1375,1133
1985,1985-05-18,8.8,17.8,13.004166666666668,0.8,0,24,12,2574,2700,0,0,0,0,534.7,730.1416666666667,1145
1985,1985-05-19,6.1,12.8,9.612499999999999,2.7,5,24,12,2579,2724,0,0,1,1,537.4,739.7541666666667,1157
1985,1985-05-20,7.0,13.3,9.841666666666667,2.3,1,24,11,2580,2748,0,0,1,1,539.7,749.5958333333333,1168
1985,1985-05-21,8.0,11.9,9.75,5.7,0,24,10,2580,2772,0,0,2,1,545.4,759.3458333333333,1178
1985,1985-05-22,7.5,12.2,9.645833333333334,0.5,0,24,10,2580,2796,0,0,0,0,545.9,768.9916666666667,1188
1985,1985-05-23,5.8,13.4,10.258333333333333,0.4,5,24,12,2585,2820,0,0,0,0,546.3000000000001,779.25,1200
1985,1985-05-24,8.4,13.1,10.679166666666667,10.6,0,24,12,2585,2844,0,0,2,1,556.9,789.9291666666667,1212
1985,1985-05-25,8.3,15.9,12.320833333333333,7.0,0,24,10,2585,2868,0,0,2,1,563.9,802.25,1222
1985,1985-05-26,9.9,16.2,13.495833333333332,7.0,0,24,13,2585,2892,0,0,2,1,570.9,815.7458333333333,1235
1985,1985-05-27,8.2,14.5,11.233333333333334,8.0,0,24,10,2585,2916,0,0,2,1,578.9,826.9791666666666,1245
1985,1985-05-28,5.6,13.7,9.458333333333334,0.0,7,24,13,2592,2940,0,0,0,0,578.9,836.4375,1258
1985,1985-05-29,3.8,15.1,10.4,0.0,7,24,14,2599,2964,0,0,0,0,578.9,846.8375,1272
1985,1985-05-30,4.6,15.3,10.816666666666668,0.0,5,24,14,2604,2988,0,0,0,0,578.9,857.6541666666667,1286
1985,1985-05-31,4.2,15.3,10.15,0.0,6,24,14,2610,3012,0,0,0,0,578.9,867.8041666666667,1300
1985,1985-06-01,4.2,16.8,10.970833333333333,0.0,7,24,14,2617,3036,0,0,0,0,578.9,878.775,1314
1985,1985-06-02,5.7,18.3,12.566666666666668,0.0,4,24,14,2621,3060,0,0,0,0,578.9,891.3416666666667,1328
1985,1985-06-03,6.3,19.3,13.266666666666666,0.0,3,24,14,2624,3084,0,0,0,0,578.9,904.6083333333333,1342
